None,indicator_id,region_id,date,value
144,SRAM,394865,2009-06-30,190500.0
145,SRAM,394865,2009-05-31,188100.0
146,SRAM,394865,2009-04-30,180800.0
147,SRAM,394865,2009-03-31,184000.0
148,SRAM,394865,2009-02-28,187838.0
149,SRAM,394865,2009-01-31,195000.0
150,SRAM,394865,2008-12-31,207425.0
151,SRAM,394865,2008-11-30,201000.0
152,SRAM,394865,2008-10-31,208250.0
153,SRAM,394865,2008-09-30,214900.0
154,SRAM,394865,2008-08-31,219000.0
155,SRAM,394865,2008-07-31,220000.0
156,SRAM,394865,2008-06-30,219900.0
157,SRAM,394865,2008-05-31,219000.0
158,SRAM,394865,2008-04-30,220000.0
159,SRAM,394865,2008-03-31,219000.0
160,SRAM,394865,2008-02-29,215000.0
